"Штрих-код";"Кількість";"Ціна_роздрібна";"Ціна_опту";"Назва_позиції"
"4825020803815";62;270;165;"Підвісні кліпси 20 шт. для сушіння білизни  код. 0381 (арт. 319)"
"4825020803792";70;240;140;"Підвісні кліпси 22 шт. для сушіння білизни  код. 0379 (арт. 317)"
"4825020803402";6;210;110;"Піднос великий  код. 0340 (арт. Y146-PET)"
"4825020803419";4;205;110;"Піднос середній  код. 0341 (арт. Y146-PET)"
"4820751404898";28;650;400;"Підставка ананас  Полімер  КОД:  0489  (арт.) BN-267B"
"4820751404812";16;650;400;"Підставка ведмедик тип 1  бежева  Полімер  КОД:  0481  (арт.) BN-245B"
"4820751404805";19;650;400;"Підставка ведмедик тип 1  жовта  Полімер  КОД:  0480  (арт.) BN-245A"
"4820751404829";17;650;400;"Підставка ведмедик тип 1  коричнева  Полімер  КОД:  0482  (арт.) BN-245C"
"4820751404843";17;650;400;"Підставка ведмедик тип 2  бежева  Полімер  КОД:  0484  (арт.) BN-246B"
"4820751404836";20;650;400;"Підставка ведмедик тип 2  жовта  Полімер  КОД:  0483  (арт.) BN-246A"
"4820751404850";17;650;400;"Підставка ведмедик тип 2  коричнева  Полімер  КОД:  0485  (арт.) BN-246C"
"4820751404874";27;650;400;"Підставка пітахая  Полімер  КОД:  0487  (арт.) BN-267D"
"4820751404867";43;650;400;"Підставка слоник жовта  Полімер  КОД:  0486  (арт.) BN-212"
"4820751404881";27;650;400;"Підставка томат  Полімер  КОД:  0488  (арт.) BN-267F"
"4820751404904";24;650;400;"Підставка яблуко  Полімер  КОД:  0490  (арт.) BN-267C"
"4825020803877";16;260;210;"Пляшка 1000 мл. Релакс тайм   код. 0387 (арт. 5539)"
"4825020803921";30;260;200;"Пляшка 1260 мл.  Біг бел  код. 0392 (арт. 5521)"
"4825020803884";24;450;325;"Пляшка 1260 мл. Песик  код. 0388 (арт. 5540)"
"4825020803914";35;260;200;"Пляшка 1300 мл. Панда  код. 0391 (арт. 5520)"
"4825020803891";31;200;160;"Пляшка 450 мл. Прогрес  код. 0389 (арт. 5541)"
"4825020803853";5;200;160;"Пляшка 550 мл. Корівка  код. 0385 (арт. 5537)"
"4825020803860";6;200;160;"Пляшка 550 мл. Корівка 2  код. 0386 (арт. 5538)"
"4825020803846";13;200;150;"Пляшка 550 мл. Пончик  код. 0384 (арт. 5536)"
"4825020803907";34;200;150;"Пляшка 600 мл. Єксплор  код. 0390 (арт. 5542)"
"4825020803839";5;260;200;"Пляшка 900 мл. Кролик  код. 0383 (арт. 5535)"
"482502080593";83;350;190;"Поворотна полиця для спецій велика  PET пластик,  КОД: 0593  (арт.) Q04-0059"
"482502080594";75;300;170;"Поворотна полиця для спецій мала  PET пластик,  КОД: 0594  (арт.) Q04-0058"
"4820661605286";72;450;350;"Подвійна Т-подібна чашка: Лісовий єті  кераміка,  КОД: 0528  (арт.) LC010S2/ 218"
"4823538905014";163;110;70;"Подвійна чашка (з ручкою)  Скло  КОД:  0501  (арт.)"
"4823538905038";177;150;90;"Подвійна чашка (з ручкою)  Скло  КОД:  0503  (арт.)"
"4820661605323";72;450;340;"Подвійне маленьке відерце з блюдцем: вінтажна смужка  кераміка,  КОД: 0532  (арт.) LC015S2/ 203"
"4823538905021";184;100;58;"Подвійний стакан  Скло  КОД:  0502  (арт.)"
"4825020806045";15;1400;950;"Полиця 2 яруси 1 кошик  пластик,  КОД: 0604  (арт.) Y143-2280"
"4825020806038";16;1500;1000;"Полиця 3 полиці 1 кошик  пластик,  КОД: 0603  (арт.) Y143-2281"
"4825020806106";21;850;650;"Поличка  пластик,  КОД: 0610  (арт.) Y143-2240"
"4825020806113";24;900;700;"Поличка  пластик,  КОД: 0611  (арт.) F02-126-3"
"4825020806126";4;1000;800;"Поличка  пластик,  КОД: 0612  (арт.) F02-126-4"
"4825020806137";23;850;650;"Поличка  пластик,  КОД: 0613  (арт.) F02-138-7"
"4825020806144";7;950;750;"Поличка  пластик,  КОД: 0614  (арт.) Y173"
"4823644205091";19;2700;2100;"Поличка 2021-5  пластик ,  КОД: 0509  (арт.) 2021-5"
"4823644205114";20;3400;2600;"Поличка 2022-5  пластик ,  КОД: 0511  (арт.) 2022-5"
"4823644205107";19;4600;3500;"Поличка 2024-5  пластик ,  КОД: 0510  (арт.) 2024-5"
"4823644205121";17;3300;2500;"Поличка 7285-5  пластик ,  КОД: 0512  (арт.) 7285-5"
"4823644205138";17;3500;2800;"Поличка 7286-5  пластик ,  КОД: 0513  (арт.) 7286-5"
"4823644205145";19;4200;3300;"Поличка 7287-5  пластик ,  КОД: 0514  (арт.) 7287-5"
"4823644205176";20;3000;2400;"Поличка 9087-3  пластик ,  КОД: 0517  (арт.) 9087-3"
"4823644205169";20;2700;2100;"Поличка 9088-3  пластик ,  КОД: 0516  (арт.) 9088-3"
"4823644205152";17;2300;1900;"Поличка 9089-3  пластик ,  КОД: 0515  (арт.) 9089-3"
"4823644205183";6;2200;1700;"Поличка два яруса  Пластик  КОД:  0518  (арт.) 7057-3"
"4825020803617";1;1600;1200;"Поличка для зберігання 104 см.   код. 0361 (арт. 5005)"
"4825020803518";15;950;830;"Поличка для зберігання 2 рівня   код. 0351 (арт. 3086-2)"
"4825020803525";8;1250;1110;"Поличка для зберігання 3 рівня   код. 0352 (арт. 3086-3)"
"4825020803532";13;1450;1350;"Поличка для зберігання 4 рівня   код. 0353 (арт. 3086-4)"
"4825020803549";15;1900;1600;"Поличка для зберігання 5 рівнів  код. 0354 (арт. 3086-5)"
"4825020803594";1;1200;800;"Поличка для зберігання 64 см.  код. 0359 (арт. 5003)"
"4820751404799";134;220;150;"Поличка для ключів  Полімер  КОД:  0479  (арт.) 3"
"4825020806076";18;850;700;"Поличка для щілин на 4  пластик,  КОД: 0607  (арт.) Y143-2255"
"4825020806069";31;700;560;"Поличка для щілин потрійна  пластик,  КОД: 0606  (арт.) Y143-2254"
"4825020805758";173;300;220;"Поличка для яєць 2 яруси  PET пластик,  КОД: 0575  (арт.) F34-D-20"
"4825020805741";113;400;330;"Поличка для яєць 3 яруси  PET пластик,  КОД: 0574  (арт.) F34-D-19"
"4823644205206";9;2800;2100;"Поличка чотири яруса  Пластик  КОД:  0520  (арт.) 7057-5"
"4821615504679";132;90;48;"Прозора мильниця   Пластик  КОД:  0467  (арт.) 978-7705"
"4820661605248";108;330;250;"Пряма кавова чашка з блюдцем: Лижний ведмідь  кераміка,  КОД: 0524  (арт.) LC013/ 206"
"4821615504624";214;320;190;"Прямокутна вакуумна коробка
1,7 л бежева  РЕТ пластик  КОД:  0462  (арт.) 630-8806"
"4821615504631";205;360;220;"Прямокутна вакуумна коробка
2,5 л бежева  РЕТ пластик  КОД:  0463  (арт.) 630-8807"
"4825020803488";70;380;280;"Різак для харчової плівки  код. 0348 (арт. J89-1619)"
"4825020803495";76;470;340;"Різак для харчової плівки  код. 0349 (арт. J89-1619)"
"4820940006520";265;150;75;"Рукавички одноразові  100 шт.  Поліетилен  КОД:  0652  (арт.) W094"
"4820690006511";262;150;75;"Рукавички одноразові прозорі 100 шт. TPE  Поліетилен  КОД:  0651  (арт.) W069"
"4823688000027";799;135;85;"Серветки 100% бав. (тканина) 50 шт. Віскоза  код. 5002  код.  (арт. MNR-360)"
"4823688000034";439;180;120;"Серветки 100% бав. (тканина) 70 шт. Віскоза   код. 7002  (арт. MNR-361)"
"4825020806182";104;350;240;"Середній тканий кошик для зберігання з кришкою, 36,5*26*16  PET пластик,  КОД: 0618  (арт.) 3322"
"4820751404775";19;650;400;"Скарбничка баклажан  Полімер  КОД:  0477  (арт.) 1"
"4825020805925";68;250;150;"Складаний кошик для зливу води  PET пластик,  КОД: 0592  (арт.) D28-86001"
"4825020803556";15;800;700;"Складний контейнер для зберігання   код. 0355 (арт. 3085)"
"4825020806243";124;250;130;"Смугастий контейнер для зберігання  PET пластик,  КОД: 0624  (арт.) 1208"
"4825020806250";52;300;170;"Смугастий контейнер для зберігання  PET пластик,  КОД: 0625  (арт.) 1209"
"4825020806267";70;350;220;"Смугастий контейнер для зберігання  PET пластик,  КОД: 0626  (арт.) 1210"
"4825020806274";76;400;280;"Смугастий контейнер для зберігання  PET пластик,  КОД: 0627  (арт.) 1211"
"4823511405456";200;130;77;"Стакан   Скло  КОД:  0545  (арт.) 3881"
"4823511405463";96;130;77;"Стакан 310 мл  Скло  КОД:  0546  (арт.) 1478"
"4820661605330";108;350;230;"Т-подібна чашка: вінтажні смужки  кераміка,  КОД: 0533  (арт.) LC010/ 203"
"4825020803334";163;185;125;"Тримач для губки чи ганчірки на раковину  код. 0333 (арт. S44-ST2001)"
"4825020803327";38;250;200;"Тримач для паперових рушників   код. 0332 (арт. G13-2341-2)"
"4825020805888";186;200;100;"Тримач для паперових рушників великий
  PET пластик,  КОД: 0588  (арт.) 516D"
"4825020803235";72;375;260;"Тримач для туалетного папіру  код. 0323 (арт. K10-2756A)"
"4825020804034";162;150;65;"Тримач для фену  код. 0403 (арт. F34)"
"4825020805710";41;600;465;"Тришарова коробка для пельменів  PET пластик,  КОД: 0571  (арт.) W16-A119"
"482502080602";38;600;400;"Трьорівнева полиця  пластик метал,  КОД: 0602  (арт.) AS"
"4825020806052";17;1600;1100;"Трьорівнева полиця  пластик,  КОД: 0605  (арт.) Y143-2285"
"4820661605293";36;700;550;"Чайничок: Лісовий сніговик  кераміка,  КОД: 0529  (арт.) LC019/218"
"4823511405364";157;190;125;"Чашка   Скло  КОД:  0536  (арт.) 6492"
"4823511405371";157;190;125;"Чашка   Скло  КОД:  0537  (арт.) 6495"
"4823511405388";157;190;125;"Чашка   Скло  КОД:  0538  (арт.) 6239"
"4823511405432";166;130;77;"Чашка  O8.5*8, 300мл  Скло  КОД:  0543  (арт.) 4269"
"4823511405418";198;130;77;"Чашка 300 мл  Скло  КОД:  0541  (арт.) 4268"
"4823511405395";181;130;77;"Чашка 350 мл  Скло  КОД:  0539  (арт.) 1448"
"4823511405449";207;130;77;"Чашка 350 мл  Скло  КОД:  0544  (арт.) 4265"
"4823538904963";2;200;98;"Чашка з  природніми квітками  Скло  КОД:  0496  (арт.)"
"4823538905007";1;200;98;"Чашка з  природніми квітками  Скло  КОД:  0500  (арт.)"
"4821746505064";58;220;150;"Чашка з підігрівом від USB  РЕТ пластик  КОД:  0506  (арт.)"
"4820661605217";54;600;470;"Чашка і блюдце з подвійною смужкою: олень, що тягне віз  кераміка,  КОД: 0521  (арт.) LC011S2/ 209"
"4823511405401";186;130;77;"Чашка прозора 400 мл  Скло  КОД:  0540  (арт.) 4267"
"4820661605354";108;350;230;"Чашка ургла: вінтажні смужки  кераміка,  КОД: 0535  (арт.) LC001/ 203"
"4829201206419";61;320;210;"Шафка для зберігання  Дерево  КОД:  0641  (арт.) 9201-22A"
"4829201406420";59;320;210;"Шафка для зберігання  Дерево  КОД:  0642  (арт.) 9201-A4"
"4829581206436";34;600;400;"Шафка для зберігання  Дерево  КОД:  0643  (арт.) ML9581-22A"
"4829581406447";36;600;400;"Шафка для зберігання  Дерево  КОД:  0644  (арт.) ML9581-A4"
"4829551206459";34;560;380;"Шафка для зберігання  Дерево  КОД:  0645  (арт.) ML9551-22A"
"4829551406460";35;560;380;"Шафка для зберігання  Дерево  КОД:  0646  (арт.) ML9551-A4"
"4829586206486";373;230;150;"Шафка для зберігання  Дерево  КОД:  0648  (арт.) ML9586-24L,1#"
"4825020803624";9;750;650;"Шафка для зберігання 44 см.  код. 0362 (арт. )"
"4825020803631";7;800;700;"Шафка для зберігання 48 см.  код. 0363 (арт. )"
"4825020803648";5;850;730;"Шафка для зберігання 55 см.  код. 0364 (арт. )"
"4825020803655";12;950;800;"Шафка для зберігання 59 см.  код. 0365 (арт. )"
"4825020803679";4;1050;950;"Шафка для зберігання 67 см.  код. 0367 (арт. )"
"4825020803686";11;1300;1200;"Шафка для зберігання 75 см.  код. 0368 (арт. )"
"4823453205640";92;240;175;"Шафка прозора PET пластик біла  Пластик  КОД:  0564  (арт.)"
"4823453205671";157;210;140;"Шафка прозора PET пластик біла  Пластик  КОД:  0567  (арт.)"
"4823453205657";80;210;140;"Шафка прозора PET пластик коричнева  Пластик  КОД:  0565  (арт.)"
"4823453205633";40;240;175;"Шафка прозора PET пластик помаранчева  Пластик  КОД:  0563  (арт.)"
"4823453205664";82;210;140;"Шафка прозора PET пластик помаранчева  Пластик  КОД:  0566  (арт.)"
"4823453205688";56;160;100;"Шафка прозора PET пластик помаранчева  Пластик  КОД:  0568  (арт.)"
"4823453205701";32;160;100;"Шафка прозора PET пластик чорна  Пластик  КОД:  0570  (арт.)"
"4825020806083";26;950;750;"Щілинна полиця  пластик,  КОД: 0608  (арт.) Y143-2253"
"4825020806090";27;850;650;"Щілинна полиця  пластик,  КОД: 0609  (арт.) Y143-2252"
"4821615504754";55;280;170;"Ящик для зберігання з вісьмома відділеннями  Пластик  КОД:  0475  (арт.) 726-A1311900"
"4825020800449";52;160;129;"Тримач для кришки PET  PET пластик код. 0044 (арт. X51-8293 )"
"4825020800456";275;60;23;"Тримач для кришки зелений PET  PET пластик код. 0045 (арт. X104- )"
"4825020801095";45;420;335;"Тримач для кришок металевий PET/метал (15*15*33) PET пластик / метал код. 0109 (арт. S44-ST9020 )"
"4825020801101";52;365;300;"Тримач для кухонного приладдя  код. 0110 (арт. S44-ST6009-1)"
"4827514021118";1;500;276;"Тримач для пляшки ведмідь  (полімер) бежевий Полімер код. BN-211C (арт.  BN-211C )"
"4827514021149";1;500;276;"Тримач для пляшки ведмідь  (полімер) білий  Полімер код. BN-211A (арт. BN-211A)"
"4827514021125";6;500;276;"Тримач для пляшки ведмідь  (полімер) жовтий Полімер код. BN-211D (арт. BN-211D )"
"4827514021132";2;500;276;"Тримач для пляшки ведмідь  (полімер) зелений Полімер код. BN-211E (арт.  BN-211E )"
"4827514021101";12;500;276;"Тримач для пляшки слон (полімер) Полімер код. С-001slon (арт. С-001 )"
"4823591602769";660;50;25;"Тримач для стійки пластик код. 0276 (арт. 35916-XY-0914)"
"4823591602783";420;60;33;"Тримач для стійки пластик код. 0278 (арт. 35916-XY-0905)"
"4823591602790";420;70;35;"Тримач для стійки пластик код. 0279 (арт. 35916-XY-0902)"
"4825020801354";45;40;25;"Тримач для швабри  2 шт. PET (5.5*3*4.5) PET пластик  код. 0135 (арт. G08-11 )"
"4825020801361";231;80;45;"Тримач для швабри 4 шт. PET (5.5*4.5*3) PET пластик  код. 0136 (арт. G08-12 )"
"4825020801316";31;170;125;"Тримач у ванну  код. 0131 (арт. F41-R5120)"
"4825020802658";414;70;40;"Універсальна щітка для посуду  пластик код. 0265 (арт. 50208-L43-1)"
"482502080268";408;60;28;"Універсальна щітка для посуду  пластик код. 0268 (арт. 50208-L43-LF-672)"
"4825020800807";48;60;38;"Фруктовниця 1 PET (22*6.5) PET пластик код. 0080 (арт. X10-XQ-6536)"
"4825020800814";7;80;53;"Фруктовниця 2 PET (23*8) PET пластик код. 0081 (арт. X10-XQ-6537)"
"4823431902271";16;1500;1253;"Чайний набір (Чайник/чашки) скло  код. 0227 (арт. 34319-251-27)"
"4823511403100";197;130;77;"Чашка  O7*11, 300 мл  Скло  КОД:  0310  (арт.) 4280"
"4823511403117";172;130;77;"Чашка  O7*9, 400 мл  Скло  КОД:  0311  (арт.) 3872"
"4823431902219";22;320;211;"Чашка (набір) керамічна код. 0221 (арт. 34319-251-21)"
"4823431902226";31;430;282;"Чашка (набір) керамічна код. 0222 (арт. 34319-251-22)"
"4823431902233";38;540;344;"Чашка (набір) керамічна код. 0223 (арт. 34319-251-23)"
"4823511403131";141;130;77;"Чашка 450 мл  Скло  КОД:  0313  (арт.) 1340"
"4825020800937";46;65;43;"Чашка bee happy бджілка PET пластик код. 0093 (арт. )"
"4825020800944";17;50;33;"Чашка бджілка PET (7*8.5) PET пластик код. 0094 (арт. M04-7055 )"
"4823431902011";79;250;169;"Чашка керамічна код. 0201 (арт. 34319-251-1)"
"4823431902028";12;310;204;"Чашка керамічна код. 0202 (арт. 34319-251-2)"
"4823431902035";28;360;235;"Чашка керамічна код. 0203 (арт. 34319-251-3)"
"4823431902042";37;400;266;"Чашка керамічна код. 0204 (арт. 34319-251-4)"
"4823431902059";7;190;122;"Чашка керамічна код. 0205 (арт. 34319-251-5)"
"4823431902066";32;215;141;"Чашка керамічна код. 0206 (арт. 34319-251-6)"
"4823431902073";54;250;164;"Чашка керамічна код. 0207 (арт. 34319-251-7)"
"4823431902080";2;250;164;"Чашка керамічна код. 0208 (арт. 34319-251-8)"
"4823431902103";10;1250;815;"Чашка керамічна код. 0210 (арт. 34319-251-10)"
"4823431902110";8;310;204;"Чашка керамічна код. 0211 (арт. 34319-251-11)"
"4823431902158";4;230;152;"Чашка керамічна код. 0215 (арт. 34319-251-15)"
"4823431902165";12;230;152;"Чашка керамічна код. 0216 (арт. 34319-251-16)"
"4823431902172";72;250;164;"Чашка керамічна код. 0217 (арт. 34319-251-17)"
"4823431902189";13;240;150;"Чашка керамічна код. 0218 (арт. 34319-251-18)"
"4823431902202";25;250;164;"Чашка керамічна код. 0220 (арт. 34319-251-20)"
"4823431902240";79;320;207;"Чашка керамічна код. 0224 (арт. 34319-251-24)"
"4823431902288";30;210;138;"Чашка керамічна код. 0228 (арт. 34319-251-28)"
"4825020800951";39;65;43;"Чашка курча PET (7.5*9) PET пластик код. 0095 (арт. M04-7053 )"
"4823511403001";61;200;125;"Чашка скло  код. 0300 (арт. 35114-LCWB10209)"
"4823511403018";58;200;133;"Чашка скло  код. 0301 (арт. 35114-LCWB2607)"
"4823511403025";77;290;188;"Чашка скло  код. 0302 (арт. 35114-LCWB2608)"
"4823511403032";56;320;204;"Чашка скло  код. 0303 (арт. 35114-LCWB8801)"
"4823511403049";81;360;235;"Чашка скло  код. 0304 (арт. 35114-LCWB136)"
"4823511403056";24;200;125;"Чашка скло  код. 0305 (арт. 35114-LCWB6001)"
"4823511403063";212;80;44;"Чашка скло  код. 0306 (арт. 35114-LCWB9806)"
"4823511403070";348;70;33;"Чашка скло  код. 0307 (арт. 35114-LCWB126125)"
"4823511403087";330;70;36;"Чашка скло  код. 0308 (арт. 35114-LCWB12601)"
"4823511403094";390;60;20;"Чашка скло  код. 0309 (арт. 35114-LCWB1315)"
"4825020800418";17;600;436;"Ящий для зберігання великий  (34*24*13) PET пластик код. 0041 (арт. X51-8145-3 )"
"4825020800395";29;275;201;"Ящий для зберігання подвійний PET (24*17*8.5) PET пластик код. 0039 (арт. X51-8145-2 )"
"4825020800036";151;80;53;"Ящик складний  (25*16.5*10) PET пластик код. 0003 (арт. L27-9051 )"
"4825020800043";22;190;124;"Ящик складний PET (35*23.5*14) PET пластик код. 0004 (арт. L27-9052 )"
"4825020800074";61;360;292;"Ящик складний з ручками великий PET  (44*32*7) PET пластик код. 0007 (арт. K10-2557 )"
"4825020800050";33;170;112;"Ящик складний з ручками маленький PET  (29.8*20*15.7cm) PET пластик код. 0005 (арт. K10-2555 )"
"4825020800067";56;270;178;"Ящик складний з ручками середній PET (38*25*20cm) PET пластик код. 0006 (арт. K10-2556 )"
